,username,user_id,description,url_count,protected,followers_count,friends_count,user_created_at,user_favourites_count,utc_offset,geo_enabled,veified,user_statuses_count,contributors_enabled,translation_enabled,user_follows_me,user_is_friend
463,Shamanga_13,914784439997214725,Data Scientist and Masters student at EPFL,NA,False,30,185,2017,33,NA,False,False,8,False,False,1,1
464,m_nabu55,57348774,"Data Scientist, AI/ML/DeepLearning Engineer, Data Free Flow Strategist. #ArtificialIntelligence #AI #MachineLearning #DeepLearning #Data #DataFreeFlow #TopGun",NA,False,851,2561,2009,1067,NA,True,False,2332,False,False,0,1
465,mloughlin,35731120,"SVP Global Sales @CamSemantics 
#Semantic #Graph #DataFabric
@northeastern High Tech MBA 
@DublinCityUni B. Eng.
Family, cars, @f1, cooking, w @marialoughlin",NA,False,24318,25230,2009,60777,NA,True,False,36057,False,False,1,1
466,LaylaBashmal,853353427,"Graduate student @_KSU, interested in #MachineLearning and #ComputerVision,  I don't tweet much.",NA,False,314,846,2012,645,NA,True,False,1129,False,False,0,1
467,MaevaBadlou,855439393787703299,#CommunityManager chez @systresgroup & @systresUP💻 Ex-CM chez @neomabs  Mordue de #Webmarketing #SocialMedia #Innovation #IA #IoT #Nouvelletechnologie #Digital👌,1,False,459,446,2017,1972,NA,False,False,1091,False,False,0,1
468,thatguy9869,1047459769538109440,"helping data driven companies generating business value,deals in bigdata and machine learning,
engineers,founder of #openTeQ technologies solutions",1,False,100,501,2018,832,NA,False,False,1986,False,False,0,1
469,DataGheist,1129085713071390720,"Life scientist, Technologist, Blockchain,  AI and Data Science Enthusiast.",NA,False,16,201,2019,12,NA,False,False,9,False,False,0,1
470,cpakstys,1244100456,Software Alliances & Partnerships @ WWT,1,False,1009,3577,2013,9,NA,False,False,9214,False,False,0,1
471,AdiJoyia,864922788,"#Data Scientist #Freelancer #Lecture
#AI #MachineLearning #NLP",NA,False,166,1651,2012,8225,NA,True,False,1550,False,False,0,1
472,ThinkRiseLDN,2358484008,Rise is a community of #startups & #scaleups creating the future of financial services | Keep up to date with the Rise FinTech Podcast #HomeOfFinTech #FinTech,1,False,7093,2798,2014,4117,NA,True,True,4108,False,False,0,1
473,azuredataux,4181688318,We are the design and research team for Microsoft Azure Data. We are looking for data professionals to join our research panel: https://t.co/gf4gqiGzH4,1,False,2672,3166,2015,16903,NA,False,False,61,False,False,1,1
474,AISOMA_LAB,710813905757544449,We are a team of software engineers that runs interdisciplinary research in the field of AI. #AI #QuantumComputing #Engineering #Mind #Philosophy #BigData,1,False,560,446,2016,1741,NA,False,False,2679,False,False,0,1
475,suyatitech,297939216,"Suyati partners with clients to engineer amazing #CustomerExperience

 #ITServices #CRM #CMS #eCommerce",1,False,2362,1653,2011,1242,NA,True,False,10320,False,False,0,1
476,beantduggal,74698581,"Sr. Key Accounts & Client Success Manager👨‍💻
Always Curious to learn about #Security, #BigData, #IoT, #emailsecurity #NLP #appsecurity #machinelearning",NA,False,79,271,2009,107,NA,False,False,226,False,False,0,1
477,Koalingo1,908251362051235840,Human-powered machine translation for healthcare,1,False,50,581,2017,40,NA,False,False,30,False,False,0,1
478,TapanSa93274823,1042001124511735809,"#Developer
    #Machine_Learning
    #Data_Science
    #Android_Developer


....Rightist....",NA,False,29,145,2018,991,NA,False,False,18,False,False,1,1
479,DASCA_Insights,824909099007488000,World’s Foremost Standards & Credentialing Body for the #DataScience Profession. #BigData #Analytics #MachineLearning,1,False,6696,4907,2017,216,NA,True,False,537,False,False,1,1
480,seyraud,351945246,"CEO #Chappuishalder, Mentor, Influencer , #Financialservices , #banking #innovation #AI #machinelearning #blockchain #fintech #insurtech",1,False,2813,2312,2011,476,NA,True,False,3607,False,False,0,1
481,dataentryexport,2801431832,"Data Entry Export is a well reputed name in the sector of #data entry #services,We make enhanced approaches with multidisciplinary process for our every project",1,False,1560,3582,2014,788,NA,True,False,1625,False,False,0,1
482,AndyAtLogikk,927875932093927424,Consultant #DataEngineering & #DataArchitecture @WeAreLogikk | Logikk provides exceptional global #Data talent solutions | #DataScience #BusinessIntelligence 📈🤖,1,False,6690,5509,2017,8354,NA,False,False,2038,False,False,0,1
483,ChuckDBrooks,1674589274,"Thought Leadership: #cybersecurity, #emergingtech, #IoT. FORBES Contributor, Georgetown U Professor, Named A Top Tech Person To Follow On LinkedIn. Influencer",1,False,10258,4784,2013,126326,NA,True,False,46305,False,False,0,1
484,Oracle_Doyle,1114195799263461377,"Evangelizing #OracleAnalytics! 

Always happy to talk all things #Data, #HipHop, or my dog #BIG!   

Oracle Analytics Senior Product Manager. 
Views Are My Own.",1,False,235,1430,2019,271,NA,False,False,128,False,False,0,1
485,sethsvillage,4767738137,"CEO @KineoConcepts Public Speaker, #Jets fan, #TEDx talker, working in #IoT, #smarthome #microgrid #technology",1,False,1302,1735,2016,675,NA,False,False,4991,False,False,1,1
486,upskilledd,893126525591068673,Everyday learning platform built for the way today’s workforce ‘really’ learns | #BeFutureReady,1,False,45,432,2017,108,NA,False,False,43,False,False,0,1
487,henrikpsg,3320862085,Head of Marketing #APAC for @Zendesk | Productivity Evangelist | Intersection of Technology and Marketing | Bringing a Startup Mentality to the Industry,1,False,2669,425,2015,335,NA,True,False,308,False,False,0,1
488,adeyemitayo13,1036917274941313024,"https://t.co/TRFPL9TdEz In Computer Science, Cyber Evangelist Data Scientist  knowledge seeker Belief And Believe Save And Safe Person",NA,False,15,82,2018,91,NA,False,False,165,False,False,0,1
489,integr8yourdata,2499737527,London Drinks & Data HH.  July 17th Hammersmith RSVP https://t.co/YbP22fX3mS,1,False,18027,7036,2014,6127,NA,True,False,22422,False,False,0,1
490,AriellaBrown,79866731,"Writng* Editing * Marketing. I spin data into engaging stories.  Logical argument beats repeated assertions.   https://t.co/yiyntlkzzh 
https://t.co/NUWr1OJchw",1,False,1611,1367,2009,36344,NA,False,False,41445,False,False,0,1
491,Mo3az_Tawfik,1331241636,Data Scientist | Machine Learning Enthusiast,NA,False,42,341,2013,127,NA,False,False,468,False,False,0,1
492,MaazAmjad13,1066902966983106566,"I am PhD student in Computer Science interested in AI, Technology and Business.",NA,False,5,56,2018,6,NA,False,False,1,False,False,0,1
493,infrasofttech,1602931088,InfrasoftTech is a leading #FinTech digital solutions provider for the #banking and #financial sector.,1,False,369,160,2013,361,NA,True,False,459,False,False,0,1
494,MarinaEhrhart,419436208,Responsable marketing @Ifis | @MBADMB @EFAP_ en partenariat @hubinstitute | #TransfoNum #IA #Ethique #esante #HealthTech #MedTech #Tech4good #CleanTech #EdTech,1,False,573,1038,2011,2447,NA,False,False,1209,False,False,0,1
495,Ashish_Saxena5,876366552458768385,Coder. Gamer. Traveler.,NA,False,9,81,2017,5,NA,False,False,4,False,False,0,1
496,warbler0606,84163469,"Technology lover for life, entrepreneur in spirit and philosopher at heart. swimmer, rock climber, cellist, calligrapher",NA,False,533,984,2009,1089,NA,False,False,3889,False,False,0,1
497,yogeshmbs199,968480804396388352,Machine learning Aspirant.,NA,False,26,219,2018,1118,NA,False,False,34,False,False,0,1
498,swapankm,1705051814,"Tech #Entrepreneur | Thought leader | | Founder & CEO of @Zothenix @Quavzent & @TechGenYZ | Write on #Technology, #Entrepreneurship & Digital Transformation",1,False,27057,21651,2013,5624,NA,True,False,11591,False,False,1,1
499,zylotweet,3025857684,We bring marketers the actionable real-time insight they need with our advanced customer data platform.,1,False,4438,3588,2015,1267,NA,True,False,5215,False,False,0,1
500,Iamcagarwal,453141285,Data Scientist || Love for data || Animal Lover||,NA,False,29,78,2012,158,NA,False,False,66,False,False,0,1
501,ManageDataTech,1112674054908137472,"Data Technology solves our customers’ toughest data challenges by providing unparalleled services in strategy, consulting, technology and operations.",1,False,152,784,2019,10,NA,False,False,122,False,False,0,1
502,UC_KateM,1433122784,"Information Builders Analyst Relations, Business Intelligence and Analytics, Master Data Management, UConn Alum, Technology Enthusiast",1,False,246,324,2013,1947,NA,True,False,2187,False,False,0,1
503,gagankchawla,3178196462,Sr Director @OracleMgmtCloud  @oracle_em | Help customers get successful #Cloud #AI #Autonomous | Love #India #bollywood #learning #wildlife |Views are personal,NA,False,313,699,2015,1497,NA,False,False,820,False,False,0,1
504,Fullstack_Data,1131815277455388672,"Data scientist and fullstack developer with an interest in data, analytics, development and investing.",1,False,41,273,2019,73,NA,False,False,49,False,False,0,1
505,MomoduSuccess,776444191400423424,"Chairman of Moudu milling and processing company, SEO professional, web developer an Agriprenure and yali member",NA,False,409,2983,2016,3063,NA,False,False,1032,False,False,0,1
506,mzntaka0,615690713,Machine Learning Engineer/Speech processing/NLP/Vim/PyTorch/HHKB,NA,False,966,4343,2012,2825,NA,True,False,3609,False,False,0,1
507,NestorANoriega,2242758462,"#DigitalTransformation 
#BusinessIntelligence  #IoT #BigData My tweets reflect my opinions  #Iwork4Dell  #DellTechnologies 

Linkedin: https://t.co/ah22DsxSlJ",NA,False,705,756,2013,6046,NA,False,False,1070,False,False,0,1
508,bugs_creator,2849072197,"|Programming😍| engineering|
|Flutter == love | technology lover|",NA,False,38,432,2014,1503,NA,False,False,17,False,False,1,1
509,gvrsony,97374445,https://t.co/7kZhLPuXKM Engineer,NA,False,9,96,2009,20,NA,False,False,21,False,False,0,1
510,ahmedovich19,165082604,"Web developper 
Data science & Machine Learning Student",1,False,42,671,2010,6,NA,False,False,5,False,False,0,1
511,Sahel_Eskandar,747020103892402176,"Currently, a Ph.D. student... Civil Engineer, Construction Engineering and Management",1,False,27,57,2016,16,NA,False,False,7,False,False,0,1
512,CY80R9_5Ri,2687922510,N006-Sec Enthusiast | CEH | WAPT | Sec Researcher | Python Developer | Script kid| Bug Bounty Hunter,NA,False,37,320,2014,95,NA,True,False,93,False,False,0,1
513,CreditSoft,304246669,"Providing innovative,cost effective technology solutions that save your business significant operating costs and allow you to manage your time more efficiently.",1,False,102,229,2011,85,NA,True,False,284,False,False,0,1
514,publisher37914,706989806723670017,"Into telemedicine, health care activism, cyber security. How to protect patient data from breaches and hackers.  Favorite book is Healthcare Waves. I like Chess",1,False,41,223,2016,121,NA,False,False,372,False,False,0,1
515,UnfoldLabs,4337144594,Innovative #Technology Product/Services company.Makers of cool next-gen products. Guide to #Mobile #BigData #Cloud #IoT #VR #Wearables #Telematics #5G #RedGreen,1,False,1938,2248,2015,1894,NA,False,False,16631,False,False,0,1
516,Adroit_M_R,986906010647453697,Adroit Market Research (https://t.co/mm7tDM9UnL) is an India-based business analytics and consulting company incorporated in 2014. #researchreports,1,False,226,979,2018,102,NA,True,False,440,False,False,0,1
517,streamr,2797935057,A real-time #data messaging protocol optimised for #web3 + crypto-powered data Marketplace + a node editor for data analytics rolled into one simple platform.,1,False,23048,3607,2014,2619,NA,False,False,2009,False,False,0,1
518,aiexplorations,358647853,"Senior industry professional in the data and AI space. Interests include product/solution innovation, entrepreneurship, consulting and problem solving.",1,False,436,552,2011,1521,NA,False,False,1694,False,False,0,1
519,Hyperight_AB,3242347347,#Hyperight events for #datascience #machinelearning #AI #IoT | Explore our summits: @NPASummit @datasweden @NDSMLSummit @PdMASummit @NWDSummit @datasweden2019,1,False,693,3076,2015,104,NA,False,False,604,False,False,0,1
520,maozt,31377945,Founder and CTO of AI Factory. I designed and coded my first artificial intelligence product back in 2012 and has not stopped since then.,1,False,51,243,2009,93,NA,True,False,92,False,False,1,1
521,mjsobrido,742113694931374080,"Neurologist, researcher. Genetic disease. Co-founder Genomic Consulting. Molecular medicine, eHealth, statistics, Phil of knowledge, decision-making, education.",NA,False,420,635,2016,1247,NA,True,False,2103,False,False,0,1
522,Andrew_Seee,1041724889290301440,Bridging the Gap in Data Science Workflows w/ https://t.co/bXvOVgjAPy and SamsungNext #MissingLink #SamsungNext,1,False,23,162,2018,195,NA,False,False,28,False,False,0,1
523,ZeoLearn,3120320678,Learn professional technology courses. Get mentored at every step while you are at it. Build your portfolio. #Tech #Upskill #elearning #corporatetraining,1,False,971,527,2015,712,NA,False,False,1327,False,False,0,1
524,dbdsgnr,436151277,"Free Online #Database Design & Modeling Tool 😍 By 200,000+ Users. No Coding Required. Reverse & Forward Engineering #SQL #MySQL #PostgreSQL #Oracle #BigData",1,False,536,2877,2011,70,NA,False,False,227,False,False,0,1
525,lexDataSci,1130122572144828417,Data Science related things,NA,False,5,80,2019,15,NA,False,False,13,False,False,0,1
526,antoniopontre,407328510,#cybersecurity 👨🏻‍💻🎓 | #infosec 🛡💻| #security 💼 | #machinelearning 📚📊📈,NA,False,49,119,2011,225,NA,False,False,261,False,False,0,1
527,Lionbridge_AI,781454741012377600,Lionbridge AI Finland provides human-powered services to develop intuitive human-machine interfaces. GSMI@lionbridge.com,1,False,489,1438,2016,662,NA,False,False,626,False,False,1,1
528,David_Daniel9,1009775807068241920,Entrepreneur | Innovator | Fintech Researcher,NA,False,48,234,2018,183,NA,False,False,205,False,False,0,1
529,SciFine,842652049,I love #SciFi and curate Science Fiction related content here. Powered by AI so ask me anything!,1,False,1375,1760,2012,147,NA,False,False,21047,False,False,0,1
530,AndyNewboldIT,68946249,Engineer with a passion for tech and all forms of media.,1,False,399,989,2009,509,NA,True,False,646,False,False,0,1
531,fcesarandrade,136492759,"15 years of IT in domains of strategy, governance, enterprise architecture, systems, data integration, portfolio and project management.",NA,False,253,475,2010,1123,NA,False,False,1384,False,False,0,1
532,MMWeterings,96849905,"Student big data • fascinated by AI • algorithms • data science ▪︎married to Viv and father of 2 ▪︎ Big F1 Fan • 
allergic to negativity and cynicism.",NA,False,216,513,2009,365,NA,False,False,189,False,False,0,1
533,detectives_data,1128091984831361025,Follow this page for updates on #ai #ml #datavisualization #analytics #deeplearning #statistics #blockchain #iot,NA,False,95,709,2019,169,NA,False,False,193,False,False,0,1
534,ledbag,34371597,"Telecommunications, Software Development & Marketing ---- building the future ¡¡¡ Holberton School",1,False,490,1622,2009,3471,NA,True,False,731,False,False,1,1
535,AutonomyReport,1125504553292587010,#autonomous #autonomy #technology #DigitalTransformation #futuretech #AI #autonomousvehicle #autonomousvehicles #selfdrivingcars #government #Politics #business,1,False,282,1097,2019,104,NA,False,False,411,False,False,1,1
536,OSOWOLFMANN14,166005683,"Lead Data Scientist at @RappiColombia | 
CTO @muyshopper |
@pydatacba organizer",NA,False,468,2204,2010,1575,NA,False,False,619,False,False,0,1
537,DataDrivenMind,2715406644,Driving corporate innovation through the use of analytics and artificial intelligence. Data-driven approach to Change! How can I help you be successful?,1,False,933,1441,2014,153,NA,True,False,3422,False,False,1,1
538,HariyaliMehta,1134731451944054785,"#ImASoftwareDeveloper
LoveToCode@JAVA@C++@python@Ruby
Interest @MachineLearnig@AI@Robotics@DeepLearning",NA,False,15,148,2019,2,NA,False,False,1,False,False,0,1
539,BudaHagit,1109907192965197826,studies Industrial Engineering and Management at Ben-Gurion University of the Negev,NA,False,5,66,2019,0,NA,False,False,22,False,False,0,1
540,espacioIOT,2288171906,Un mundo todo conectado.  Internet de las Cosas. #InternetOfThings #IoT   #IIoT #BigData #analytics #cloud  #wearables #m2m #smartcity #ehealth #blockchain,NA,False,2572,2504,2014,2857,NA,True,False,4653,False,False,1,1
541,haitch_io,1114341126926884865,"Learning, practicing,  discussing all on #Technology, #Marketing, #Leadership, #Strategy, and #Business",1,False,13,44,2019,119,NA,False,False,91,False,False,0,1
542,residualdata,767558705416118272,"Let's all grow better, not more. Tech, data, thoughtfulness, humility. Ex-googler, dumb tourist, devil's advocate.",NA,False,28,547,2016,263,NA,False,False,10,False,False,0,1
543,semanticgr,80400982,"Owner of SEMANTIC , business software , Computer Engineer",1,False,191,721,2009,21,NA,True,False,289,False,False,0,1
544,WritersThis,1130164201383710720,https://t.co/ezxzSzq8jo is a weekly publication that covers how artificial intelligence is automating writing.,NA,False,97,613,2019,1,NA,False,False,33,False,False,0,1
545,MrArthurHaas,786862732440117248,data nerd @shopping24,NA,False,58,113,2016,62,NA,False,False,24,False,False,0,1
546,kazumamori_py,875339486263037952,"データサイエンティストとして、データ・AIを活用してビジネス価値を産む方法やプロセスを日々考えてます。得意領域はデジタルマーケティングです。
#Python #機械学習 #ソリューション開発  #ビジネス開発  #GCP #Azure
※講演等のご依頼はDMにてお願いします。",1,False,453,922,2017,14002,NA,False,False,1119,False,False,0,1
547,wiki_abhi,144728427,Software Developer,1,False,89,342,2010,139,NA,False,False,249,False,False,0,1
548,marloft,17284883,"PhD/Researcher #LearningAnalytics #MachineLearning, MSc Facilitator/Dev (NUI Galway), Former IT head (GSK), CoderDojo, Photographer, Mother. Did I say learner?",1,False,5005,5141,2008,25614,NA,True,False,33522,False,False,0,1
549,pa_chipo,1134806881367670784,"#IoT  
#Arduino  
#ESP8266  
#Micropython
#CommunityMakers
#ComputerVision  
#ElectricalEngineering 
#SmartGrid
#SolarPV
#EnergyMonitoring
#EnergyForecast",NA,False,130,771,2019,454,NA,False,False,446,False,False,0,1
550,ra_rashana,2281192266,Aspiring data scientist,NA,False,41,97,2014,174,NA,False,False,273,False,False,0,1
551,aziz_alali,249498213,Growing to a Data Scientist | Books. Coffee. Cooking. Melbourning | What would Dory do?,NA,False,664,2694,2011,172,NA,True,False,4919,False,False,0,1
552,chakshu_diwan,590793014,Computer Science 🎓@OfficialPU | @MasarykUni Data Science & Analytics📈Blockchain Enthusiast🔗,1,False,74,821,2012,72,NA,False,False,49,False,False,0,1
553,antoniofurone,70913020,computer scientist,1,False,177,629,2009,685,NA,True,False,3394,False,False,0,1
554,PatrickJEANT,51766744,"Award winning Director of Innovation & Post Production @ Eurosport. Endless machine learning, but human version. 360-AR-VR-Immersive-Interactive-Virtual-Digital",NA,False,460,1074,2009,852,NA,False,False,1648,False,False,0,1
555,mugeozdenn_,856462076084137984,almost #data scientist🕵🏻‍♀️,NA,False,125,289,2017,546,NA,False,False,616,False,False,0,1
556,malhotrarajan,121165042,"Nationalist, Dreamer, Hustler, Tech Enthusiast
Founder @Otodato

https://t.co/FrctmNUpGS…",1,False,166,789,2010,255,NA,False,False,1103,False,False,0,1
557,rshankarsharma,159864809,#DigitalMarketing #Consultant #GoogleAnalyticsCertified #GoogleAds #SEO #SearchEngineOptimization #SocialMediaMarketing #SMO #PPC #LinkBuilding #influencer,1,False,598,1043,2010,340,NA,True,False,13803,False,False,0,1
558,genimust,226524773,"Computer Science Engineer , #OSS Eng  @nokia #ALGERIA #Cherchell #Linux #RaspberryPI",NA,False,1293,1560,2010,3454,NA,True,False,2713,False,False,0,1
559,MaillieDavid,1061620725193363456,Data Scientist at One of the Largest Companies in the World. 🇺🇸,1,False,1677,2695,2018,18738,NA,False,False,1691,False,False,1,1
560,crawfteevee,954460588977086465,"Full Stack Data Scientist | Python |
My timeline is aglow with whirling, transient nodes of thought careening through a cosmic vapor of invention.",NA,False,357,1626,2018,1188,NA,False,False,155,False,False,0,1
561,Pharmashot,1022473214457348096,"#Real-time summarized #News in 3 #shots from #pharma, #biotech, #medtech, #digital health, #diagnostics and #lifesciences industry readable in 60 seconds",1,False,1268,4513,2018,18,NA,False,False,1467,False,False,1,1
562,wrigleyddsb,790372371349827584,Proud principal of @DallaireDragons in the @DurhamDSB where we #IgniteLearning everyday. “Relationships. Diversity. Achievement.” #WeAreDDSB,NA,False,5858,2475,2016,20177,NA,True,False,1092,False,False,0,1
563,LaurenZinOH,1036975097691693056,Industry recognized #cybersecurity professional that loves to focus on the human aspect of security. #securityawareness #womenincyber #womenintech,1,False,977,1910,2018,90,NA,False,False,107,False,False,1,1
564,efermanrique,112549143,"Digital Transformation @Cisco #WeAreCisco #DigitalTranformation Husband, Father, learning everyday #waldorf #mindfulness #digitaliza millennial con 50 palos",1,False,1110,1006,2010,1800,NA,True,False,2971,False,False,0,1
565,rpatools,1125479273345761281,RPA Tools attracts the highest concentration of RPA enthusiasts and business technology executives with unparalleled peer insight and expertise on automation.,1,False,156,1078,2019,1,NA,False,False,226,False,False,0,1
566,LeadershipPros2,769913335403966464,#Leadership #DigitalTransformation   #FutureofWork #AI  #CEO #CFO #CIO #CMO #CPO #CTO #XM #MarTech #IntelligentEnterprise / #SAPAribaLive Business Influencer,1,False,3286,3793,2016,2311,NA,False,False,11557,False,False,0,1
567,BigCloudTeam,2249121151,"🚀 Connecting innovative organisations with the best people in Data Science globally!
#DataScience #MachineLearning #DeepLearning #ArtificialIntelligence",1,False,36417,15051,2013,178522,NA,True,False,12030,False,False,0,1
568,IIoTcertified,828279592448311296,Domain name for Sale #industry #Industry40 #IoT #AI #InternetOfThings #5G #IIoT #technology #DigitalTransformation #FutureTech #business #entrepreneur #tech,1,False,445,1502,2017,955,NA,False,False,362,False,False,1,1
569,EricaLailhacar,819492410,"#Analytics #EmergingTechnologies enthusiast & world traveller. VP, #ISV Bus Dev @SAP Global Partner Org. #IntelligentEnterprise #SAPPartnerSummit #SAPPHIRENOW",1,False,1087,1190,2012,2552,NA,False,False,1782,False,False,0,1
570,monstruo_innova,220404206,We contribute to creating a better world through user centered Innovation Design & Technology.,1,False,585,1146,2010,128,NA,False,False,1615,False,False,0,1
571,antonvipin,82891302,"Ophthalmic Surgeon, eyeSmart EMR & AEye @lvprasadeye, Senior @TEDFellow, TR35 @MIT, Chevening @UniofOxford #BigDataHealthcare #ML #India",1,False,581,156,2009,594,NA,True,False,649,False,False,0,1
572,arcskyrider,869818264016138240,"Mechanical engineer by learning, futurist & tech enthusiast by passion. International masters student at @Monashuni. Side hustle Entrepreneur. RT≠Endorse 💫🚀🛰",NA,False,109,986,2017,285,NA,False,False,141,False,False,0,1
573,whinyhippo,2906541416,Indie developer of Android Educational Apps for Kids. Check out our wordsearch and language apps. Lets also link up on FB at https://t.co/UoPY153c7W,1,False,785,3522,2014,28,NA,False,False,377,False,False,1,1
574,NobleAIofficial,1105175582294269953,"We build AI software that helps enterprises do R&D with 
10x lower cost. #AI #researchanddevelopment",1,False,241,1071,2019,95,NA,False,False,57,False,False,0,1
575,miaamel23737975,1123464566669758467,"#Marketing #Technology
 #MachineLearning  #Futuretech #Datarecov",1,False,61,207,2019,114,NA,False,False,33,False,False,1,1
576,TheAIInstitute,1132958544045719553,"A French start-up specialized in providing bootcamps and executive training in Data Science and Artificial Intelligence.
9 rue Dareau, 75014 Paris",1,False,94,215,2019,94,NA,False,False,61,False,False,0,1
577,MiguelMAcosta,247658492,"Predictive analytics lead engineer in @Airbus. MSc, PhDing, #ai passionate, #DataAnalytics believer, scientific thinking matters, #WeMakeItFly ✈️🚀",1,False,401,827,2011,106,NA,True,False,148,False,False,0,1
578,sonimis02890389,1061127698674642945,"keep smiling 😊
Journalist/Engineer/socialistic/runner🏃‍♀️/badminton player🏸/leader/pride to be INDIAN..
JAI Hind JAI Bharat🇮🇳",NA,False,13,48,2018,40,NA,False,False,16,False,False,0,1
579,justtarun101,3013228346,"#Programmer, #100daysofcode",NA,False,66,2141,2015,67,NA,False,False,116,False,False,0,1
580,MukundM8,829230966845612032,DATASCIENCE | COFFEE | FOOTBALL | MUSIC,1,False,32,115,2017,225,NA,False,False,12,False,False,0,1
581,Rob_PARDO_01,1014223542173487110,Responsable Dep. Ingeniería Logística en Iveco Valladolid. @Iveco WCM Logistics Senior Specialist. Profesor Master Industria 4.0 organizado por FOM @fomIoT.,NA,False,1019,1741,2018,4266,NA,False,False,4707,False,False,1,1
582,majdiasjaber1,954522477467664386,"😀😎😍🤓🤣scientist & Engineer
Science & Tech .*",NA,False,191,1161,2018,1910,NA,False,False,150,False,False,0,1
583,Daniel__169,1093975699323379712,Technology Recruiter @ Creative data resources #NYC  #AWS #DEVOPS #WOMENINTECH #INFOSEC #FULLSTACK  #BIGDATA #FINTECH,NA,False,105,534,2019,513,NA,False,False,283,False,False,1,1
584,sris24x7,16619127,I am a Techie by profession,1,False,45,75,2008,20,NA,False,False,40,False,False,0,1
585,nrDas6,1133198595149058048,"IT Consultant, Cloud Specialist, Skilled in Microsoft Technologies & Devops",NA,False,198,1450,2019,20,NA,False,False,61,False,False,0,1
586,ouledamor,47948334,"#DataArchitecture, #BigData, #Spark, #Python, #Scala, #DataScience, #IA, #IoT, #FinTech",NA,False,411,2081,2009,718,NA,False,False,372,False,False,1,1
587,arunjith_m,1437642776,"Learning Data Science, pursuing IBM Data Science Professional Certification, Loves Data & Machine Learning, Proud son & a husband 😃  #DataScience #ML #AI",NA,False,80,395,2013,917,NA,True,False,167,False,False,1,1
588,VoiceSleepy,851073249790353409,"#BreakingNews wants to be a #datascientist. I Need a full free scholarship to do my Msc in 😎#dataScience.😍
#scholarship
#youtube
#ielts
#fb",1,False,63,460,2017,400,NA,True,False,854,False,False,0,1
589,mikepetridisz,1137709822609186818,"co-founder, big data enthusiast, open source, economics @Harvard",1,False,21,530,2019,92,NA,False,False,15,False,False,0,1
590,Stephanie_C_E3,4472012490,"Software Engineer. Love python, coffee and Shiba Inu. They/them",NA,False,52,964,2015,225,NA,True,False,912,False,False,0,1
591,mazzen,30211072,"Interested in healthy lifestyle. Working in banking sector. Experienced in Risk Systems, Project Management & Data Science. Still believing in syrian freedom",1,False,604,577,2009,280,NA,True,False,5467,False,False,0,1
592,BraveHeartTech,1084878581895974912,#BraveHeart is developing the #LifeSensor™. A #revolutionary #tech #smart #wearable available on #opencloud #platforms. Seeking #OEM #partners to #save #lives.,1,False,320,1215,2019,269,NA,False,False,387,False,False,0,1
593,NTDeterminestic,843815099462828032,Dean at School of AI | Deep Learning Researcher at my home ^_^,1,False,140,482,2017,481,NA,False,False,454,False,False,1,1
594,qubole,401048959,"Qubole delivers the world's first Big Data Activation Platform. Automate ETL, ML, and Analytics Workloads in the Cloud. Become a Data Driven Company with Qubole",1,False,11064,4402,2011,436,NA,True,True,7928,False,False,0,1
595,MMeteran,1074357460511657988,"IT Engineer  - Desktop Support Tech.
Director: M-Tech IT Consultant.
Founder: Computer 4 All Development Agency (C4ADA) NPO.",NA,False,80,602,2018,27,NA,False,False,27,False,False,1,1
596,cosmogatokat,728382570249981952,"#Videogames, #scifi #tales, #3d #design #IA #Bitcoin #comics",1,False,232,2381,2016,2557,NA,False,False,2212,False,False,1,1
597,rodmsmendes,75556952,"Software Engineer for 10 years, I help developers to apply Artificial Intelligence so they can HAVE FUN creating their own agents to play games!",1,False,361,281,2009,3831,NA,True,False,540,False,False,0,1
598,Bruno_Gnlz,1135847474973892608,"“In god we trust, all others bring data” William Edwards Deming",NA,False,5,75,2019,1,NA,False,False,2,False,False,0,1
599,Kaylor254,1110300149178425344,"Yet to discover myself and what I love and peradventure who 😯
Interested in AI and Machine Learning",NA,False,102,190,2019,33,NA,True,False,10,False,False,0,1
600,3RITechnologies,1582544882,3RI Technologies is renowned name among the students for IT Training & Certification. Offers training in domains like #Cloud #Hadoop #Tableau #Bigdata #Selenium,1,False,233,610,2013,993,NA,True,False,1427,False,False,0,1
601,kaspars_zukulis,931214416980439040,"AI, AI Ethics, CX, XR, Quantum Computing",NA,False,25,245,2017,218,NA,False,False,41,False,False,1,1
602,TalendFR,745648686349324289,"Compte officiel Talend France. 
Retrouvez toute l'actualité de Talend, le leader mondial des logiciels d'intégration Big Data | #ETL #MDM #ESB #Cloud #BigData",1,False,4975,416,2016,1375,NA,False,False,1714,False,False,0,1
603,mR_gUz170,310515018,"Programador y entusiasta de la IA. 
#DeepLearning #AugmentedReality #VirtualReality #MachineLearning",1,False,46,159,2011,671,NA,True,False,156,False,False,1,1
604,opiyovo,68756490,Student Actuary| Data Scientist| Leveraging technology to provide business solutions,NA,False,1784,679,2009,1315,NA,True,False,5360,False,False,1,1
605,Sruthi_C_V,954174138247086081,Data Scientist | ex-BizTalker & ex-Web developer,NA,False,8,55,2018,195,NA,False,False,33,False,False,0,1
606,greentechdon,16967457,"The byproducts of innovative thinking are assembled into revolutionary products and services. #crosstraining #wellness
 #bigdata #poetry #environment",NA,False,1108,499,2008,140,NA,False,False,40346,False,False,0,1
